EJERCICIO;GASTO/INGRESO;CAPITULO;ARTICULO;CONCEPTO;SUBCONCEPTO;DESCRIPCION CORTA;DESCRIPCION LARGA
2012;G;7;76;760;760006;Subv. Equ. Policía Local;Subvenciones para el Equipamiento de la Policía Local
2012;G;7;76;760;760007;Alojamiento Temporeros;Subvenciones para  Alojamiento de Temporeros (Decreto 43/2000)
2012;G;7;76;760;760008;Ayudas INTERREG III 00-08;Ayudas en el Marco de la Iniciativa Comunitaria INTERREG III Período 2000-2008
2012;G;7;76;760;760009;Conv.D.P.Hu Mejora Ctras;Convenio con la Diputación Provincial de Huesca para la mejora de Carreteras
2012;G;7;76;760;760011;Conv.DPZ.Mej.Infr.Viaria;Convenio con la Diputación Provincial de Zaragoza para mejora de las Infraestructuras Viarias
2012;G;7;76;760;760012;doc. Planeamiento;Documentos de Planeamiento y apoyo a Técnicos
2012;G;7;76;760;760013;Equipamien.Aux.del Tte.;Ayudas para equipamientos auxiliares del Transporte
2012;G;7;76;760;760014;Estab.Estación Bus Munic;Ayudas al establecimiento de Estaciones de Autobus
2012;G;7;76;760;760015;Actuaciones Prom.Pública;Actuaciones de Promoción Pública en Corporaciones Locales
2012;G;7;76;760;760016;Ayud.Rehabilit.Arquitect.;Ayudas a la Rehabilitación Arquitectónica para equipamientos de uso público
2012;G;7;76;760;760017;Acond.Loc.Of.Com.Agric.;Acondicionamiento de los locales de las Oficinas Comarcales de Agricultura y Alimentación
2012;G;7;76;760;760018;Apoyo Sistema Antigranizo;Apoyo al Sistema Antigranizo
2012;G;7;76;760;760019;Serv.Bás.Econ.Pobl.Rural;Servicios Básicos para la Economía de la Población Rural
2012;G;7;76;760;760020;Subv.Infraest.Industrial;Subvenciones para Infraestructura Industrial
2012;G;7;76;760;760021;Fom.uso ef.energi y renov;Fomento uso eficiente de la energía y energías renovables
2012;G;7;76;760;760022;Subv.Inver Recintos Feria;Subvenciones para Inversión en Recintos Feriales
2012;G;7;76;760;760023;Subv.Urbanismo Comercial;Subvenciones para Urbanismo Comercial
2012;G;7;76;760;760024;Of.Munic.Inform.Consum.;Oficinas Municipales de Información al Consumidor
2012;G;7;76;760;760025;Acciones Sdad Información;Acciones Sociedad de la Información
2012;G;7;76;760;760026;Ciudades Digitales;Ciudades Digitales
2012;G;7;76;760;760027;Proyecto Teruel Digital;Proyecto Teruel Digital
2012;G;7;76;760;760028;Convenios Colab.CC. LL.;Convenios Colaboración Corporaciones Locales
2012;G;7;76;760;760029;Subv. Ctros.Cult.S.Expos.;Subv. a Centros Culturales para salas de exposiciones
2012;G;7;76;760;760030;Infr a Audit Teatr y Cine;Subvenciones Infraestructura a Auditorios, Teatros y Cines
2012;G;7;76;760;760031;Archivos y Museos Sistem;Subvención a Archivos y Museos Sistemas
2012;G;7;76;760;760032;Parques Culturales;Parques Culturales
2012;G;7;76;760;760033;Redacción Plan Espec Conj;Redacción Planes Especiales Conjuntos
2012;G;7;76;760;760034;Restaur.Castillo de Ateca;Restauración del Castillo de Ateca
2012;G;7;76;760;760035;Restaur.Castillo de Fraga;Restauración del Castillo de Fraga
2012;G;7;76;760;760036;Plan Gral Inst.Deportivas;Plan General de Instalaciones Deportivas
2012;G;7;76;760;760037;Ayto.Huesca Rep.piscina;Ayuntamiento de Huesca - Reparación de la Piscina y del Pabellón cubierto de Huesca
2012;G;7;76;760;760038;D.38/06 Inf. Serv,.Ned.;Decreto 38/2006, Infraestructuras y Serv. Medioambientales
2012;G;7;76;760;760039;Montes Libre Disposición;Subvenciones Montes de Libre Disposición de Ayuntamientos. Decreto 228/2004
2012;G;7;76;760;760040;D 38/06 Desarollo ZIS ENP;Aplicación del Decreto 38/2006 (Fondo Local) Actuaciones en Zonas de Influencia socio-económica de Espacios Naturales Protegidos, refugios de Fauna Silvestre y Reservas Caza
2012;G;7;76;760;760041;Subv. en Montes Públicos;Subvenciones en Montes Públicos
2012;G;7;76;760;760042;Subv.Incendios Forestales;Subvenciones Comarcas para la Prevención y Lucha Contra Incendios Forestales
2012;G;7;76;760;760043;Subv.montes conveniados;Subvenciones para el mantenimiento y gestión de los montes conveniados
2012;G;7;76;760;760044;Inv.Sensibiliz.Ambiental;Fomento Inversiones para la Formación, difusión y sensibilización ambiental
2012;G;7;76;760;760045;Inver. Residuos Urbanos;Financiación Inversiones Derivadas del Desarrollo del Plan de Ordenación de la Gestión de Los Residuos Urbanos de la Comunidad Autónoma de Aragón
2012;G;7;76;760;760046;Casas Canguro CC.LL.;Casas Canguro Corporaciones Locales
2012;G;7;76;760;760047;Traspaso de Func. y Serv.;Traspaso de Funciones y Servicios
2012;G;7;76;760;760048;Fondo  Cohesión Comarcal;Fondo de Cohesión Comarcal
2012;G;7;76;760;760049;Desarr. Alt. Com. Mineras;Desarrollo Alternativo de las Comarcas Mineras
2012;G;7;76;760;760050;Consultorios Loc. Aytos;Consultorios Locales. Ayuntamientos
2012;G;7;76;760;760051;Fondo Supresión  Barreras;Transferencias a Corporaciones Locales - Fondo para la Supresión de Barreras Arquitectónicas
2012;G;7;76;760;760052;Conv. D.P.T. Plan Mijares;Convenio con la Diputación Provincial de Teruel para la jecución de las obras de la Estación Depuradora del Plan Río Mijares
2012;G;7;76;760;760053;Actuac. de abastecimiento;Actuaciones de abastecimiento
2012;G;7;76;760;760054;Plan del Agua;Plan del Agua
2012;G;7;76;760;760055;Conv. Huesca y Teruel;Convenios con las ciudades de Huesca y Teruel
2012;G;7;76;760;760056;Coop. Deleg. Terr. Huesca;Actuaciones de cooperación específica de la Delegación Territorial de Huesca
2012;G;7;76;760;760057;Coop. Deleg. Terr. Teruel;Actuaciones de cooperación específica de la Delegación Territorial de Teruel
2012;G;7;76;760;760058;Com.Cinca Medio Res.Fonz;Administración Comarcal Cinca Medio - Construcción Residencia para Mayores en Fonz
2012;G;7;76;760;760059;Infraestructuras Municip.;Infraestructuras Municipales
2012;G;7;76;760;760060;Subv.Dllo Infraestr.Turís;Subvenciones para el desarrollo de Infraestraestructuras Turísticas
2012;G;7;76;760;760061;Ayto.Huesca M.Pedag.Arag.;Ayuntamiento de Huesca - Museo Pedagógico de Aragón
2012;G;7;76;760;760062;Conv. Errad.Violenc.Gén.;Convenios programa de prevención y erradicación de la violencia de género
2012;G;7;76;760;760063;Plan 06-08 Reh.Viv.Alquil;Plan Vivienda 2006-2008 Rehabilitación Vivienda para Alquiler
2012;G;7;76;760;760064;Áreas Plan 06-08 Urbaniz.;Áreas Rehabilitación Integral Plan 2006-2008 Urbanización
2012;G;7;76;760;760065;Vertebr. territ. y social;Actuaciones de cooperación específica para la vertebración territorial y social
2012;G;7;76;760;760066;Actuac. de saneamiento;Actuaciones de saneamiento
2012;G;7;76;760;760067;Const.Pista Hielo Jaca;Construcción de la pista de hielo en Jaca - Festival Olímpico Pirineos
2012;G;7;76;760;760068;Dllo Soc-Econ.zonas ENP's;Desarrollo socioeconómico en zonas de influencia de Espacios Naturales Protegidos
2012;G;7;76;760;760069;Mejora Carreteras Locales;Mejora de Carreteras Locales
2012;G;7;76;760;760070;Conv. parque nac. Ordesa;Convenios en la zona de influencia psocioeconómica del Parque Nacional de Ordesa
2012;G;7;76;760;760071;Creac. nuevos esp.proteg.;Creación nuevos espacios naturales protegidos
2012;G;7;76;760;760072;Inst.Deportivas Ay.Monzón;Instalaciones Deportivas Ayuntamiento Monzón
2012;G;7;76;760;760073;Prog.Viv.Vacía Alquil Soc;Programa Vivienda Vacía en Alquiler Social
2012;G;7;76;760;760075;Finac. Invers.Supramunic.;Financiación de inversiones supramunicipales
2012;G;7;76;760;760076;Puesta marcha actv. comar;Puesta en marcha y funcionamiento de la organización y actividades de las Comarcas
2012;G;7;76;760;760077;Subv. Área Inf. P.Nac.Ord;Subvenciones Área de Influencia Socioeconómica del Parque Nacional Ordesa
2012;G;7;76;760;760078;Subv.Invers. EELL M.Ambie;Subvenciones para inversiones a Entidades Locales en materia de Medio Ambiente
2012;G;7;76;760;760079;Ap. despl.Telecom B.Ancha;Apoyo al despliegue de telecomunicaciones en banda ancha
2012;G;7;76;760;760080;Fmto. Reduc. Gases Ef.Inv;Fomento de la reducción de gases de efecto invernadero
2012;G;7;76;760;760081;Educación Infantil;Educación Infantil
2012;G;7;76;760;760082;Ampl. Ctros atenc.depend.;Ampliación y reforma de centros de atención a la dependencia
2012;G;7;76;760;760083;Asesoramiento Urbanístico;Servicios Asesoramiento Urbanístico
2012;G;7;76;760;760084;Archivos y Museos Munic.;Archivos y Museos Municipales
2012;G;7;76;760;760085;DP Teruel P.E. Teruel;Diputación Provincial de Teruel. Plan Especial de Teruel
2012;G;7;76;760;760086;Invers. Ctros Serv.Soc.;Inversiones en Centros de Servicios Sociales
2012;G;7;76;760;760087;Conv. Col. D. Prov.  Agua;Convenios de Colaboración con Diputaciones Provinciales para actuaciones relacionadas con el agua
2012;G;7;76;760;760088;Oficde Gestión-Ventan ARI;Oficinas de Gestión-Ventanillas en ARIS
2012;G;7;76;760;760089;Ay. infra. afec. m.cebra;Ayudas para infrestructuras afectadas por el mejillón cebra
2012;G;7;76;760;760090;Parque metropolitano Zar.;Parque metropolitano Zaragoza
2012;G;7;76;760;760092;Restauración de castillos;Restauración de Castillos
2012;G;7;76;760;760093;Act. materia infr. hidr.;Actuaciones en materia de infraestructuras hidráulicas
2012;G;7;76;760;760094;Subv. mat. institucional;Subvenciones en materia institucional
2012;G;7;76;760;760095;Fomento part. ciudadana;Fomento de la participación ciudadana
2012;G;7;76;760;760096;Plan des. sost. Comarcas;Plan desarrollo sostenible comarcas
2012;G;7;76;760;760097;Act. Plan Integral Agua;Actuaciones Plan Integral del Agua
2012;G;7;76;760;760099;Prom.Mov. Juv. RAAJ;Promoción de movilidad juvenil en la Red Aragonesa de Albergues Juveniles
2012;G;7;76;760;760100;Rehab.Edif.Públicos Resid;Ayudas Rehabilitación Edificios Públicos Residenciales
2012;G;7;76;760;760101;Conv. Com. Des Sos Rural;Convenio Comarcas Desarrollo Sostenible Medio Rural
2012;G;7;76;760;760102;Financ. Tranvía Zaragoza;Financiación de la línea de tranvía Norte-Sur de Zaragoza
2012;G;7;76;760;760103;P.vivienda 2009-2012.Chab;P.vivienda 2009-2012.Ayuda para la erradicación del chabolismo
2012;G;7;76;760;760104;Conv.EELL Dllo. Sostenib.;Convenios con EE.LL. Desarrollo Sostenible
2012;G;7;76;760;760105;Red Oficinas At.Ciudadano;Red de Oficinas Integradas de atención al ciudadano
2012;G;7;76;760;760106;Ley Des. Rural Sostenible;Ley 45/2007 Desarrollo Rural Sostenible
2012;G;7;76;760;760107;Restauración Pat. Inmuebl;Restauración del Patrimonio Inmueble
2012;G;7;76;760;760108;Rest.Patrimon.Urbanistico;Restauración Patrimonio Urbanístico
2012;G;7;76;760;760109;Proy. P. D. Sostenible R.;Proyecto Piloto Desarrollo Sostenible Medio Rural
2012;G;7;76;760;760110;Rehab.aislada.REVA Aytos;Rehabilitación aislada. REVA Ayuntamientos Plan 2005-2008
2012;G;7;76;760;760111;Conv. Infr. Infantil y Pr;Convenios Infraestructuras Educación Infantil y Primaria
2012;G;7;76;760;760112;Conv. Infr. Sec. y FP;Convenios Infraestructuras Educación Secundaria y Formación Profesional
2012;G;7;76;760;760113;Infra.educación ambiental;Infraestructuras para educación ambiental
2012;G;7;76;760;760114;P.Comarcal DRS;Planes Comarcales de desarrollo rural sostenible
2012;G;7;76;760;760115;Los Fayos Ejec. sentencia;Los Fayos. Ejecución sentencia
2012;G;7;76;760;760116;Subv Act Entornos Int Tur;Subvención para actuaciones en entornos interés turístico
2012;G;7;76;760;760117;Ayto. Cuarte CP Foro Roma;Ayto. Cuarte construcción CP Foro Romano
2012;G;7;77;770;770001;Apoyo a Empr Aragonesas;Apoyo a Empresas Aragonesas
2012;G;7;77;770;770002;Alojamiento Temporeros;Subvenciones para Alojamiento Temporeros (Decreto 43/2000)
2012;G;7;77;770;770003;Ay.Acces.V.L.R.;Ayudas accesibilidad vehículos líneas regulares viajeros
2012;G;7;77;770;770004;Renovac.Vehíc.Líneas Reg.;Ayudas a la Renovación de Vehículos de Líneas Regulares de Viajeros
2012;G;7;77;770;770005;Ayud.Perman.Frutos Secos;Ayuda permanente a los Frutos Secos
2012;G;7;77;770;770006;Medidas Agroambientales;Medidas Agroambientales
2012;G;7;77;770;770007;Mejora Compet.Agrar.Pdr.;Mejora Competitividad Agraria. Programa de Desarrollo Rural
2012;G;7;77;770;770008;Plan Reestructurac.Viñedo;Plan de Reestructuración del Viñedo
2012;G;7;77;770;770009;Progr.Abandono Prod.Leche;Programa Abandono Producción Lechera
2012;G;7;77;770;770010;Programa Apícola;Programa Apícola
2012;G;7;77;770;770011;Agrupac.Product.Agrarios;Agrupaciones de Productores Agrarios
2012;G;7;77;770;770012;Plan Comp. Ind.Agroalim.;Plan Competitividad del Sector Agroalimentario                        Apoyo a Industrias Agroalimentarias
2012;G;7;77;770;770013;Financiac.Asociac.Agrario;Financiación del Asociacionismo Agrario
2012;G;7;77;770;770014;Fomento Comercialización;Fomento de la Comercialización de Productos Agrarios y Alimentarios
2012;G;7;77;770;770015;Dllo Contratos Agrarios;Desarrollo de los Contratos Agrarios
2012;G;7;77;770;770016;Fondo Programa I.F.O.P.;Fondo Programa Instrumento Financiero de Orientación Pesquera
2012;G;7;77;770;770017;Apoyo ADS;Apoyo al Programa Sanitario de las Agrupaciones de Defensa Sanitaria
2012;G;7;77;770;770018;Apoyo  A.T.R.I.A.S.-LI;Apoyo a Agrupaciones para Tratamientos Integrados
2012;G;7;77;770;770019;Apoyo Equipam.Ganaderos;Apoyo a Equipamientos Ganaderos
2012;G;7;77;770;770020;Ayudas a la Ganadería;Ayudas a la Ganadería
2012;G;7;77;770;770021;Control Oficial Lechero;Control Oficial de Rendimiento Lechero
2012;G;7;77;770;770022;Fom.Ganad.Extensiva Autoc;Fomento a la Ganadería Extensiva  Autóctona
2012;G;7;77;770;770023;Errad. enferm.animales;Indemnización para la erradicación de enfermedades  y sacrificio de animales
2012;G;7;77;770;770025;Lucha C/Agentes Nocivos;Lucha Contra Agentes Nocivos
2012;G;7;77;770;770026;Progr.Calidad de la Carne;Programa de Calidad de la Carne
2012;G;7;77;770;770027;Pro.Mejora Calidad  Leche;Programa de Mejora de la Calidad de la Leche
2012;G;7;77;770;770029;Red Experimental Agraria;Apoyo a la Red Experimental Agraria
2012;G;7;77;770;770030;Asistencia Gestion Explot;Asistencia a la Gestión de Explotaciones
2012;G;7;77;770;770032;Cese Anticipado;Cese Anticipado
2012;G;7;77;770;770033;Forestación Tierras Agr.;Ayudas a la Forestación de Tierras Agrícolas
2012;G;7;77;770;770034;Incorp.Jóvenes Agricult.;Incorporación de Jóvenes Agricultores
2012;G;7;77;770;770035;Indemnizac Compens.Básica;Indemnización Compensatoria a Explotaciones en Zonas Desfavorecidas
2012;G;7;77;770;770036;Moderniz.Explotaciones;Modernización de Explotaciones
2012;G;7;77;770;770037;Modernización de Regadíos;Modernización de Regadíos
2012;G;7;77;770;770038;P.E.B.E.A.;Plan Estratégico del Bajo Ebro Aragonés
2012;G;7;77;770;770039;Primas Seguros Agrarios;Primas Seguros Agrarios
2012;G;7;77;770;770040;Programas Leader;Programa Iniciativa Comunitaria Leader
2012;G;7;77;770;770041;P.R.O.D.E.R.;Programas de Diversificación Económica Rural
2012;G;7;77;770;770042;Convenios S.E.P.E.S.;Convenios de la Sociedad Estatal de Promoción y Equipamiento del Suelo
2012;G;7;77;770;770043;Plan Consol.Competit.PYME;Plan de Consolidación de la Competitividad de la Pequeña y Mediana Empresa
2012;G;7;77;770;770045;Subv.Inv.Pr.Y Mejor.Comp.;Subvenciones para Inversiones en Productividad y Mejora de la Competitividad
2012;G;7;77;770;770046;Plan Auton.De Gasoductos;Plan Autonómico de Gasoductos
2012;G;7;77;770;770047;Fom.uso ef.energi y renov;Fomento uso eficiente de la energía y energías renovables
2012;G;7;77;770;770048;Minería no Energética;Subvenciones a la Minería no Energética
2012;G;7;77;770;770049;Subv. Calidad Comercio;Subvenciones a la Calidad del Comercio
2012;G;7;77;770;770050;Subv. Innovacion Comercio;Subvenciones para Innovación del Comercio
2012;G;7;77;770;770051;Subv.Inver Comercio Empr.;Subvenciones para Inversión en Comercio Realizada por las Empresas
2012;G;7;77;770;770052;Invers.Empresas Artesanas;Subvenciones para Inversión en Empresas Artesanas
2012;G;7;77;770;770053;Modern.Y Mej.Calid.Tur.;Plan de Modernización y Mejora de la Calidad Turística
2012;G;7;77;770;770054;Acciones Sdad Información;Acciones Sociedad de la Información
2012;G;7;77;770;770055;Montes Particulares;Subvenciones en Montes Particulares de Privados. Decreto 228/2004
2012;G;7;77;770;770056;D 228/2004 Part. M.Natur.;Aplicación del Decreto 228/2004. Particulares. Subvenciones en Materia de Medio Natural y Desarrollo Sostenible
2012;G;7;77;770;770057;Progr.Medidas Agroambient;Programa Medidas Agroambientales
2012;G;7;77;770;770058;Subv.daños Fauna;Subvenciones por daños de Fauna
2012;G;7;77;770;770059;Subv.En Conserv. Especies;Subvenciones en Conservación de Especies
2012;G;7;77;770;770060;Inversiones en Empresas;Convocatoria Anual Subvenciones Reguladas Por Decreto 228/2004, dirigidas a empresas para la minimización de Residuos, Emisiones a la Atmósfera y otros Vertidos Industriales
2012;G;7;77;770;770061;Inver. Empresas Ganaderas;Convocatoria Anual Subvenciones reguladas por Decreto 228/2004, dirigidas al Sector Ganadero para adaptación de sus instalaciones a la Ley 16/2002  de Prevención y Control Integrado de la Contaminación
2012;G;7;77;770;770062;Inv. en Calidad Ambiental;Convocatoria anual Subvenciones reguladas por Decreto 228/2004, dirigidas a  empresas para la ejecución de Inversiones dirigidas a la mejora de la Gestión Medioambiental
2012;G;7;77;770;770064;Cooperat.Y Ss.Ll.Mujeres;Subvenciones a Cooperativas y Sociedades Laborales de Mujeres
2012;G;7;77;770;770066;Fom. Cooperativas.;Fomento a Cooperativas, con atención a la Comarca
2012;G;7;77;770;770067;Cooperativas y SS.LL.;Subvenciones de capital a Cooperativas y Sociedades Laborales
2012;G;7;77;770;770068;Renov. parque tractores;Renovación del parque de tractores
2012;G;7;77;770;770069;Ayudas paliar adv.climát.;Ayudas para paliar daños producidos por adversidades climáticas
2012;G;7;77;770;770070;Trazab. Sctor Hortofrutíc;Trazabilidad del Sector Hortofrutícola
2012;G;7;77;770;770071;Concentración parcelaria;Concentración parcelaria y ordenación de explotaciones
2012;G;7;77;770;770072;Mej Efic.Energ.Maq.Agrico;Mejora Eficiencia Energética en el uso Maquinaria
2012;G;7;77;770;770073;Apoy.Fomento Calidad;Apoyo al fomento de la calidad y promoción de la produción Agroalimentaria artesana
2012;G;7;77;770;770074;Ayudas minimis (gasóleo);Ayudas minimis (gasóleo)
2012;G;7;77;770;770075;Concurs. razas puras;Concursos y subastas de razas puras
2012;G;7;77;770;770076;Reconv. plantac. frutícol;Reconversión de plantaciones frutícolas
2012;G;7;77;770;770077;Subv. Área Inf. P.Nac.Ord;Subvenciones Área de Influencia Socioeconómica del Parque Nacional Ordesa
2012;G;7;77;770;770079;Fto activ. ec. reciclado;Subvenciones en materia de fomento de la actividad económica de reciclado
2012;G;7;77;770;770080;Ord. y fmto Sctor Equino;Ordenación y fomento del Sector Equino
2012;G;7;77;770;770081;Fmto. Reduc. Gases Ef.Inv;Fomento de la reducción de gases de efecto invernadero
2012;G;7;77;770;770082;Selec Genetic. EET ovino;Selección genética para resistencia EET en ovino
2012;G;7;77;770;770083;Subv. inv. moder.innov.;Subvenciones para inversiones, modernización e innovación del comercio
2012;G;7;77;770;770084;LEADER 2007-2013;LEADER 2007-2013 programa 5311
2012;G;7;77;770;770085;Ayudas gripe aviar;Ayudas avicultura gripe aviar
2012;G;7;77;770;770086;Aydas equip infraest tran;Ayudas equipamientos e infraestructuras del transporte
2012;G;7;77;770;770087;Subv. intereses sequía;Subvenciones intereses préstamos sequía
2012;G;7;77;770;770088;Convenio cooperativas;Convenio cooperativas
2012;G;7;77;770;770089;Subv. asesor. explot. agr;Subvenciones asesoramiento explotaciones agrarias
2012;G;7;77;770;770090;Subv. cont. cadav. animal;Subvenciones contenedores recogida cadáveres animales
2012;G;7;77;770;770091;Act. mat. planif. hidrául;Actuaciones materia planificación hidráulica
2012;G;7;77;770;770092;Consol. Regadíos P. Agua;Consolidación Regadíos compromisos Pacto del Agua
2012;G;7;77;770;770094;Conv.restaur. patri.cultu;Convenio MAPA-DGA-CAI restauración patrimonio cultural
2012;G;7;77;770;770095;Compensación daños osos;Compensación explotaciones ganaderas daños producidos por osos
2012;G;7;77;770;770096;Apoyo a los prod. tomate;Apoyo a los productores de tomate
2012;G;7;77;770;770097;Fondo Programa FEP;Fondo Programa FEP
2012;G;7;77;770;770098;Fomento estruc. aso.agra.;Fomento estructuras asociativas agrarias
2012;G;7;77;770;770099;Proy. demo Tec. Agraria;Proyectos de demostración de Tecnología Agraria
2012;G;7;77;770;770100;Subv. intereses exp.ganad;Subvenciones intereses explotaciones ganaderas por incremento del precio del cereal
2012;G;7;77;770;770101;Fomento Prod. R Autóctona;Fomento Producción de Razas Autóctonas
2012;G;7;77;770;770102;Fomento Sect. Ovino-Capri;Fomento Sectores Ovino y Caprino
2012;G;7;77;770;770103;Ay. Gest. Subp. Orig Anim;Ayudas a la Gestión de Subproductos de Origen Animal
2012;G;7;77;770;770104;Mejora Gest. Medio. D.Por;Mejora de Gestión Medioambiental de Deyecciones Porcinas
2012;G;7;77;770;770105;Apoyo Gan. Extensiva Mont;Apoyo Ganadería Extensiva de Montaña
2012;G;7;77;770;770106;Ay.  Asoc Prot. Animales;Ayudas a  Asociaciones Protectoras de Animales
2012;G;7;77;770;770107;Apoyo Sector Automoción;Apoyo al Sector de la Automoción
2012;G;7;77;770;770108;Ayudas biodig.purines;Ayudas a explotaciones ganaderas por biodigestión purines
2012;G;7;77;770;770109;Cancelación prest. insolv;Cancelación préstamos por insolvencias
2012;G;7;77;770;770110;Ayuda teatro y danza;Subvenciones para infraestructuras culturales a empresas. Ayudas al teatro y la danza
2012;G;7;77;770;770111;Ayudas a la musica;Subvenciones para infraestructuras culturales a empresas. Ayudas a la música
2012;G;7;77;770;770112;Des.Sostenible M.Rural;Desarrollo sostenible del medio rural
2012;G;7;77;770;770113;Convenios Acuaebro;Convenios Acuaebro
2012;G;7;77;770;770114;Prog Des.Rural Sostenible;Programa Desarrollo Rural Sostenible
2012;G;7;77;770;770115;Red Aragonesa D. Rural;Red Aragonesa de Desarrollo Rural
2012;G;7;77;770;770116;Subv. infr. deport. empre;Subvenciones para infraestructuras deportirvas para empresas. Ayudas al deporte
2012;G;7;77;770;770117;Infraestruct. empr. cult.;Infraestructuras para empresas culturales
2012;G;7;77;770;770118;Rehab. Infraest. Rurales;Rehabilitación de Infraestructuras Rurales
2012;G;7;77;770;770119;Ay. prod. integ. guisante;Ayudas a la producción integrada del guisante
2012;G;7;77;770;770120;P.Comarcal DRS;Planes Comarcales de desarrollo rural sostenible
2012;G;7;77;770;770121;Plan Agroam. Ganad.Exten.;Plan Apoyo Agroambiental Ganadería Extensiva
2012;G;7;77;770;770122;Prom. Medianas Empresas;Promoción de las Medianas Empresas
2012;G;7;78;780;780001;Subvenciones directas;Subvenciones directas
2012;G;7;78;780;780002;Comunidades Arag del Ext;Ayudas a Comunidades Aragonesas del Exterior
2012;G;7;78;780;780003;Ayudas Protección Civil;Ayudas de Protección Civil
2012;G;7;78;780;780004;Ayuda Paises Mas Desfav.;Ayudas para Países más Desfavorecidos
2012;G;7;78;780;780005;Ayudas Interreg III 00-09;Ayudas en el Marco de la Iniciativa Comunitaria Interreg III para el Periodo 2000-2008 (Feder)
2012;G;7;78;780;780006;Plan Vivienda 1998-2001;Plan de Vivienda 1998-2001. Promoción Privada
2012;G;7;78;780;780007;Plan Vivienda 2002-2005;Plan de Vivienda 2002-2005. Promoción Privada
2012;G;7;78;780;780008;Plan Viv.02-05 Ar.Urb.Pri;Plan de Vivienda 2002-2005 en Áreas Urbanas Prioritarias
2012;G;7;78;780;780009;Pl.Viv 02-05. Sub. 4% Iva;Plan de Vivienda 2002-2005. Promoción Pública.Subvenciones 4%(Iva)
2012;G;7;78;780;780010;Áreas Rehabilit.2002-2005;Áreas de Rehabilitación Integral 2002-2005
2012;G;7;78;780;780011;Act. Rehab. Ent. Sociales;Actuaciones de Rehabilitación por Entidades de Carácter Social
2012;G;7;78;780;780012;Conv.Rehab.Funcional Viv.;Convenio para la Rehabilitación Funcional de Edificios de Viviendas
2012;G;7;78;780;780013;Lesiones Estructurales;Convenio de Lesiones Estructurales de Edificios y otras Patologías
2012;G;7;78;780;780014;Plan Vivienda 1996-1999;Plan de Vivienda 1996-1999
2012;G;7;78;780;780015;Plan Vivienda 1998-2001;Plan de Vivienda 1998-2001
2012;G;7;78;780;780016;Plan Vivienda 2002-2005;Plan de Vivienda 2002-2005
2012;G;7;78;780;780017;Mej.Aceite Oliva Ins.Lab;Mejora de la Producción del Aceite de Oliva: Instalación de Laboratorios
2012;G;7;78;780;780018;Apoyo Promoción Genérica;Apoyo a la Promoción Genérica de Productos Agroalimentarios
2012;G;7;78;780;780019;Apoyo Tec. Competitividad;Apoyo a Actividades Técnicas para la Mejora de la Competitividad del Sector Agroalimentario
2012;G;7;78;780;780020;Apoyo Asociaciones Téc.;Apoyo a Asociaciones Técnicas
2012;G;7;78;780;780021;Apoyo Red Desarrollo Rur.;Apoyo a la Red de Desarrollo Rural
2012;G;7;78;780;780022;Subv. Ind Com y Turismo;Subvenciones en varias áreas en materia de Industria, Comercio y Turismo
2012;G;7;78;780;780023;Subv.Funcion.Serv.Paed;Subvenciones funcionamiento servicios PAED, con atención a la Comarca
2012;G;7;78;780;780024;Seg.Ind.Y R.Electr.Antig.;Promoción de la Seguridad Industrial y Renovación de las Instalaciones Eléctricas Antiguas
2012;G;7;78;780;780025;Acc.Innov.Y Mejora Comp.;Subvenciones para Acciones Innovadoras y Mejora de la Competitividad
2012;G;7;78;780;780026;Fom.uso ef.energi y renov;Fomento uso eficiente de la energía y energías renovables
2012;G;7;78;780;780027;Apoyo a Ent Inver.Minería;Apoyo a Entidades para Inversiones en Minería
2012;G;7;78;780;780028;Subv.Inver Asoc.Artesania;Subvenciones para Inversión de Asociaciones de Artesanía
2012;G;7;78;780;780029;Subv.Inver Comercio Asoc.;Subvenciones para Inversión en Comercio Realizada por las Asociaciones
2012;G;7;78;780;780030;Subv.Inver Inst.Feriales;Subvenciones para Inversión de Instituciones Feriales
2012;G;7;78;780;780031;Modern.y mejora Cal.Turís;Plan de Modernización y mejora de la Calidad Turística
2012;G;7;78;780;780032;Hospital San Juan de Dios;Hospital San Juan de Dios
2012;G;7;78;780;780033;Promoción del Consumo;Promoción del Consumo
2012;G;7;78;780;780034;Prev.Asis y Reins.Drogas;Prevención, asistencia y reinserción social en materia de Drogodependencias
2012;G;7;78;780;780035;Acciones Sdad Información;Acciones Sociedad de la Información
2012;G;7;78;780;780036;Subv.a Asoc.Culturales;Subvenciones a Asociaciones Culturales
2012;G;7;78;780;780037;Archivos,Museos Priv.Sist;Archivos y Museos Privados Sistemas
2012;G;7;78;780;780038;Prom.Mov. Juv. RAAJ;Promoción de movilidad juvenil en la Red Aragonesa de Albergues Juveniles
2012;G;7;78;780;780039;Plan Rest. Patrimonio;Plan de Restauración del Patrimonio Mueble e Inmueble
2012;G;7;78;780;780040;Convenio Stadium Biatlon;Convenio Stadium Biatlon
2012;G;7;78;780;780041;Convenio Feder.Arag.Tenis;Convenio con la Federación Aragonesa de Tenis para cubrimiento de las Pistas
2012;G;7;78;780;780042;G.P.Gob.Aragón Atletismo;Gran Premio Gobierno de Aragón de Atletismo
2012;G;7;78;780;780043;II Plan Refugios Montaña;II Plan de Refugios de montaña de Aragón
