Kostenstelle,Beschreibung,Profitcenter,Amt,Produkt,Gültig_ab,Gültig_bis
410906,Sammler Overheadkosten 41-6,141600406,4160,0406,1/1/2007,12/31/9999
410907,Sammler Overheadkosten 41-4,141400407,4140,0407,1/1/2007,12/31/9999
410908,Sammler Overheadkosten 41-5,141500408,4150,0408,1/1/2007,12/31/9999
410909,Sammler Overheadkosten 41-3,141300409,4130,0409,1/1/2007,12/31/9999
410910,Sammler Overheadkosten 41-2,141200410,4120,0410,1/1/2007,12/31/9999
410991,Kulturverwaltung und Kulturinstitute,141000400,4100,0400,1/1/2007,12/31/9999
410992,Rat und Ausschuss,141000400,4100,0400,1/1/2007,12/31/9999
410993,Öffentlichkeitsarbeit,141000400,4100,0400,1/1/2007,12/31/9999
412005,Gebäude,141200410,4120,0410,1/1/2007,12/31/9999
412100,Sammler Beihilfen,141200410,4120,0410,1/1/2008,12/31/9999
412800,"Generalmusikdirektor, Verwaltung",141200410,4120,0410,1/1/2015,12/31/9999
412801,Orchesterdirektor,141200410,4120,0410,1/1/2015,12/31/9999
412802,Notenbibliothekar,141200410,4120,0410,1/1/2007,12/31/9999
412803,"Orchestermusiker, -warte, KBB",141200410,4120,0410,1/1/2015,12/31/9999
412888,Sammler Freistellungen,141200410,4120,0410,1/1/2007,12/31/9999
413004,Gebäude,141300409,4130,0409,1/1/2007,12/31/9999
413005,Sammler AfA,141300409,4130,0409,1/1/2007,12/31/9999
413006,Einnahmensammler,141300409,4130,0409,1/1/2007,12/31/9999
413010,Buchhandlung (BgA),141300409,4130,0409,1/1/2007,12/31/9999
413011,Cafeteria (BgA),141300409,4130,0409,1/1/2008,12/31/9999
413013,Motivüberlassung (BgA),141300409,4130,0409,1/1/2009,12/31/9999
413800,Leitung / Verwaltung,141300409,4130,0409,1/1/2007,12/31/9999
413801,Wissenschaftliche Mitarbeiter,141300409,4130,0409,1/1/2007,12/31/9999
413802,Bewachung,141300409,4130,0409,1/1/2007,12/31/9999
413803,Werkstatt,141300409,4130,0409,1/1/2007,12/31/9999
413804,Bildung und Vermittlung,141300409,4130,0409,12/31/2008,12/31/9999
413812,Auditorium (BgA),141300409,4130,0409,1/1/2012,12/31/9999
413888,Sammler Freistellungen,141300409,4130,0409,1/1/2007,12/31/9999
413907,Mehreinnahmen Führungen und Kurse,141300409,4130,0409,1/1/2008,12/31/9999
414800,Institutsleitung,141400407,4140,0407,1/1/2007,12/31/9999
414801,Stellv. Institutsleitung und Vorzimmer,141400407,4140,0407,1/1/2007,12/31/9999
414802,Verwaltung,141400407,4140,0407,1/1/2007,12/31/9999
414803,Dokumentation / Öffentlichkeitsarbeit 1,141400407,4140,0407,1/1/2007,12/31/9999
414804,Dokumentation / Öffentlichkeitsarbeit 2,141400407,4140,0407,1/1/2007,12/31/9999
414805,Bibliothek,141400407,4140,0407,1/1/2007,12/31/9999
414806,Bibliothek / Öffentlichkeitsarbeit 1,141400407,4140,0407,1/1/2007,12/31/9999
414807,Bibliothek / Öffentlichkeitsarbeit 2,141400407,4140,0407,1/1/2007,12/31/9999
414808,Archiv / Öffentlichkeitsarbeit 1,141400407,4140,0407,1/1/2007,12/31/9999
414809,Archiv / Öffentlichkeitsarbeit 2,141400407,4140,0407,1/1/2007,12/31/9999
414810,Archiv / Bibliothek,141400407,4140,0407,1/1/2007,12/31/9999
414812,Archiv / Bibliothek / Dokumentation,141400407,4140,0407,1/1/2007,12/31/9999
414813,Archiv/Bibliothek/Öffentlichkeitsarbeit,141400407,4140,0407,1/1/2007,12/31/9999
414814,Archiv / Dokumentation,141400407,4140,0407,1/1/2007,12/31/9999
414815,Archiv,141400407,4140,0407,1/1/2007,12/31/9999
414816,Archiv / Bibliothek / Dokumentation,141400407,4140,0407,12/1/2009,12/31/9999
414817,Bibliothek / Dokumentation,141400407,4140,0407,9/1/2011,12/31/9999
414888,Sammler Freistellungen,141400407,4140,0407,1/1/2007,12/31/9999
414901,Restaurierungen Verr IA Archiv,141400407,4140,0407,1/1/2012,12/31/9999
414902,Restaurierungen Verr IA Doku,141400407,4140,0407,1/1/2012,12/31/9999
414903,Restaurierungen Verr IA Bibliothek,141400407,4140,0407,1/1/2012,12/31/9999
414904,Buchbindearb/Verfilm. Verr IA Bibliothek,141400407,4140,0407,1/1/2012,12/31/9999
414905,Sonstiger Sachaufw. Verr. PSP,141400407,4140,0407,1/1/2012,12/31/9999
414906,Stadtgesch. Dokumentation Verr IA Doku,141400407,4140,0407,1/1/2012,12/31/9999
415006,Franziskanerstraße,141500408,4150,0408,1/1/2007,12/31/9999
415007,Arndthaus,141500408,4150,0408,1/1/2007,12/31/9999
415008,Depot Altes Rathaus,141500408,4150,0408,1/1/2011,12/31/9999
415009,Außendepot Altendorf,141500408,4150,0408,1/1/2007,12/31/9999
415011,Ladenlokal 4 Franziskanerstr.,141500408,4150,0408,10/1/2008,12/31/9999
415012,Bürogebäude Adenauerallee 18-22,141500408,4150,0408,1/1/2010,12/31/9999
415013,Depot Elisabethkirche Amt 41-5,141500408,4150,0408,9/1/2010,12/31/9999
415800,Institutsleitung,141500408,4150,0408,1/1/2007,12/31/9999
415801,Vorzimmer,141500408,4150,0408,1/1/2007,12/31/9999
415802,Wissenschaftlicher Mitarbeiter,141500408,4150,0408,1/1/2007,12/31/9999
415803,Verwaltung / Inventarisierung,141500408,4150,0408,1/1/2007,12/31/9999
415804,Verwaltung / Finanzen,141500408,4150,0408,1/1/2007,12/31/9999
415805,Mitarbeiter Ausstellungstechnik,141500408,4150,0408,1/1/2007,12/31/9999
415888,Sammler Freistellungen,141500408,4150,0408,1/1/2007,12/31/9999
416800,Zentralbibliothek,141600406,4160,0406,1/1/2006,12/31/9999
416802,Dottendorf,141600406,4160,0406,1/1/2006,12/31/9999
416806,Tannenbusch,141600406,4160,0406,1/1/2006,12/31/9999
416809,Musikbibliothek,141600406,4160,0406,1/1/2006,12/31/9999
416810,Auerberg,141600406,4160,0406,4/1/2016,12/31/9999
416811,Endenich,141600406,4160,0406,1/1/2006,12/31/9999
416812,Godesberg,141600406,4160,0406,1/1/2006,12/31/9999
416813,Beuel,141600406,4160,0406,1/1/2006,12/31/9999
416814,Beuel-Ost,141600406,4160,0406,1/1/2006,6/30/2016
416817,Brüser Berg,141600406,4160,0406,1/1/2006,12/31/9999
416888,Sammler Freistellungen,141600406,4160,0406,1/1/2006,12/31/9999
416890,Verwaltung,141600406,4160,0406,1/1/2006,12/31/9999
416891,Zentrale Mahnstelle,141600406,4160,0406,1/1/2006,12/31/9999
416892,Sammler Azubi,141600406,4160,0406,1/1/2006,12/31/9999
416893,Lektorat,141600406,4160,0406,1/1/2006,12/31/9999
416894,Geschäftsgang Medien,141600406,4160,0406,1/1/2006,12/31/9999
416897,Fernleihe,141600406,4160,0406,1/1/2006,12/31/9999
416901,Sammelkostenstelle,141600406,4160,0406,1/1/2006,12/31/9999
416902,E-Medien,141600406,4160,0406,1/1/2014,12/31/9999
416920,Bücherdienst,141600406,4160,0406,1/1/2006,12/31/9999
417009,Gebäude Kurfürstenallee BG,141700405,4170,0405,1/1/2007,12/31/9999
417010,Gebäude Kirschallee Bonn,141700405,4170,0405,1/1/2007,12/31/9999
417011,Gebäude Siemensstraße DrD,141700405,4170,0405,1/1/2007,12/31/9999
417012,Gebäude Schieffelingsweg HB,141700405,4170,0405,1/1/2007,12/31/9999
417014,Gebäude Rheinaustraße Beuel,141700405,4170,0405,1/1/2007,12/31/9999
417800,Musikschulleitung,141700405,4170,0405,1/1/2016,12/31/9999
417801,Stellvertretende Musikschulleitung,141700405,4170,0405,7/1/2015,12/31/9999
417802,Verwaltungsleitung,141700405,4170,0405,1/1/2007,12/31/9999
417803,Verwaltung Unterricht,141700405,4170,0405,1/1/2007,12/31/9999
417804,Vorzimmer,141700405,4170,0405,1/1/2007,12/31/9999
417805,Bezirksleitung,141700405,4170,0405,1/1/2007,12/31/9999
417806,Lehrer,141700405,4170,0405,1/1/2007,12/31/9999
417807,Instrumentenwart,141700405,4170,0405,1/1/2015,12/31/9999
417808,Verwaltung Kurse & Projekte,141700405,4170,0405,1/1/2015,12/31/9999
417888,Sammler Freistellungen,141700405,4170,0405,1/1/2007,12/31/9999
417900,Honorarkräfte,141700405,4170,0405,10/1/2009,12/31/9999
417901,Vertretung durch Honorarkräfte,141700405,4170,0405,1/1/2015,12/31/9999
417902,Sammler Erträge,141700405,4170,0405,1/1/2015,12/31/9999
417903,Landeszuweisung,141700405,4170,0405,1/1/2015,12/31/9999
418001,Gebäude Am Michaelshof 2,141800404,4180,0404,1/1/2016,12/31/9999
418003,Gebäude Haus der Bildung,141800404,4180,0404,8/1/2015,12/31/9999
418004,Gebäude Alte Schule Duisdorf Kirchpl. 6,141800404,4180,0404,1/1/2005,12/31/9999
418005,Gebäude Mallwitzstr. 9,141800404,4180,0404,1/1/2010,12/31/9999
418800,Volkshochschule,141800404,4180,0404,1/1/2005,12/31/9999
500001,Dienstgebäude Hans-Böckler-Straße 5,150000000,5000,0000,1/1/2007,12/31/9999
500800,Amtsleiter und Vorzimmer,150000000,5000,0000,1/1/2007,12/31/9999
500810,InnenrevisionProzesssteuerungDatenschutz,150000000,5000,0000,1/1/2007,12/31/9999
500811,IR/Prozesssteuerung A,150000000,5000,0000,10/1/2012,12/31/9999
500812,IR/Prozesssteuerung B,150000000,5000,0000,10/1/2012,12/31/9999
500813,IR/Prozesssteuerung SGL,150000000,5000,0000,10/1/2012,12/31/9999
500814,IR/Prozesssteuerung C,150000000,5000,0000,10/1/2012,12/31/9999
500815,IR/Prozesssteuerung D,150000000,5000,0000,10/1/2012,12/31/9999
500830,"Personal Amt 50 und ARGE, Organisation",150000000,5000,0000,1/1/2007,12/31/9999
500831,Mitarbeiterbetreuung,150000510,5000,0510,1/1/2007,12/31/9999
500850,Rechtsstelle Sachgebietsleitung,150000000,5000,0000,1/1/2007,12/31/9999
500851,Widersprüche/Klageverfahren,150000000,5000,0000,1/1/2007,12/31/9999
500852,Registratur,150000502,5000,0502,1/1/2007,12/31/9999
500853,Kostenerstattung SGB II,150000501,5000,0501,1/1/2007,12/31/9999
500860,Privatrecht,150000000,5000,0000,1/1/2007,12/31/9999
500871,Zivilrecht/Gruppenleitung,150000000,5000,0000,1/1/2007,12/31/9999
500872,Forderungen Zivilrecht/Strafverfahren,150000000,5000,0000,1/1/2007,12/31/9999
500873,Öffentliches Recht/Gruppenleitung,150000000,5000,0000,1/1/2007,12/31/9999
500874,"Rückforderung SGB XII, Asyl, BSHG",150000000,5000,0000,3/1/2011,12/31/9999
500875,Rückforderung II,150000000,5000,0000,11/1/2014,12/31/9999
500880,ADV-Administration,150000000,5000,0000,1/1/2007,12/31/9999
500888,Sammler Freistellungen,150000000,5000,0000,1/1/2007,12/31/9999
500890,Zivildienstleistende TE04,150000504,5000,0504,1/1/2007,12/31/9999
500891,Zivildienstleistende TE11,150000607,5000,0607,1/1/2007,12/31/9999
500900,Telefon- / Portokosten / Büromaterial,150000000,5000,0000,11/1/2008,12/31/9999
501801,Abteilungsleiter 50-1,150000000,5000,0000,1/1/2007,12/31/9999
501810,Sozialpl.KoordinierungLeistungsvereinb.,150000000,5000,0000,1/1/2007,12/31/9999
501811,Koordinierungsstelle SGB II und SGB XII,150000000,5000,0000,1/1/2007,12/31/9999
501812,Förderung bürgerschaftliches Engagement,150000510,5000,0510,1/1/2007,12/31/9999
501813,Sozialplanung/Leistungsvereinbarung,150000000,5000,0000,1/1/2007,12/31/9999
501814,Pflegekonferenz/Pflegeplan,150000000,5000,0000,1/1/2007,12/31/9999
501815,Öffentlichkeitsarbeit,150000000,5000,0000,1/1/2007,12/31/9999
501816,Sonderprojekte des Amtes,150000000,5000,0000,10/1/2012,12/31/9999
501820,Controlling,150000000,5000,0000,1/1/2007,12/31/9999
501830,Sachgebietsleitung Finanzen,150000000,5000,0000,1/1/2007,12/31/9999
501831,Haushalt/Finanzen Sachgruppenleitung,150000000,5000,0000,11/1/2012,12/31/9999
501832,Finanzen,150000000,5000,0000,1/1/2007,12/31/9999
501840,Integrationsdienstleistungen SGB II,150000501,5000,0501,1/1/2007,12/31/9999
501852,Krankenhilfe,150000000,5000,0000,1/1/2007,12/31/9999
501853,Kostenabrechnung § 102 ff. SGB X,150000502,5000,0502,1/1/2007,12/31/9999
501854,Abrechnungsstelle/Notfallhilfen,150000000,5000,0000,1/1/2007,12/31/9999
501855,Rezeptabrechnung/Regressansprüche,150000000,5000,0000,1/1/2007,12/31/9999
501870,Soziale Arbeit SGB II und SGB XII,150000000,5000,0000,1/1/2007,12/31/9999
502801,Abteilungsleiter 50-2,150000000,5000,0000,1/1/2007,12/31/9999
502802,Hilfen nach SGB XII Sachgebietsleitung,150000000,5000,0000,10/1/2015,12/31/9999
502811,Hilfen nach SGB XII Sachgruppe 211,150000502,5000,0502,1/1/2007,12/31/9999
502812,Hilfen nach SGB XII Sachgruppe 212,150000502,5000,0502,1/1/2007,12/31/9999
502813,Hilfen nach SGB XII Sachgruppe 213,150000502,5000,0502,1/1/2007,12/31/9999
502814,Bildungs- und Teilhabepaket,150000501,5000,0501,5/31/2014,12/31/9999
502830,Hilfen nach AsylbLG Sachgebietsleitung,150000000,5000,0000,1/1/2007,12/31/9999
502831,Hilfen nach dem AsylbLG SGR 221,150000503,5000,0503,1/1/2007,12/31/9999
502832,"SGR 221 neu SGBII, XII, Asyl",150000000,5000,0000,3/1/2011,12/31/9999
502835,Bildungs- und TeilhabepaketA,150000510,5000,0510,6/1/2014,12/31/9999
502836,Bildungs- und Teilhabep. JobcenterA,150000510,5000,0510,6/1/2014,12/31/9999
502837,Bildungs- und Teilhabep. JobcenterB,150000510,5000,0510,11/1/2014,12/31/9999
502838,Bildungs- und TeilhabepaketB,150000510,5000,0510,11/1/2014,12/31/9999
502840,Nichtseßhafte SGR 50-222,150000000,5000,0000,1/1/2007,12/31/9999
502841,Nichtseßhafte SGB XII SGR 50-222,150000000,5000,0000,1/1/2007,12/31/9999
502842,Frauenhäuser,150000000,5000,0000,1/1/2007,12/31/9999
502843,Kostenerstattung SGB II und UVG,150000000,5000,0000,3/1/2011,12/31/9999
502850,Unterhaltsvorschuss SGR 50-223,150000507,5000,0507,1/1/2007,12/31/9999
502851,UVG und USG Gruppenleitung,150000000,5000,0000,1/1/2007,12/31/9999
502852,Unterhaltssicherung,150000510,5000,0510,1/1/2007,12/31/9999
502853,Unterhaltsvorschuss Sachgruppenleitung,150000000,5000,0000,10/1/2012,12/31/9999
502860,Fürsorgestelle/EGH Sachgebietsleitung,150000000,5000,0000,1/1/2007,12/31/9999
502862,Bundesvertriebenengesetz/StrRehaG,150000000,5000,0000,1/1/2007,12/31/9999
502863,Fürsorgestelle/Kriegsopferfürsorge,150000000,5000,0000,1/1/2007,12/31/9999
502864,Kriegsopferfürsorge/Opferentschädigung,150000000,5000,0000,1/1/2007,12/31/9999
502865,KOF/OEG/SVG/Gehörlosengeld,150000000,5000,0000,1/1/2007,12/31/9999
502870,Betreutes Wohnen/Bestattungskosten,150000502,5000,0502,1/1/2007,12/31/9999
502871,Eingliederungshilfe/Hilfe zur Pflege,150000502,5000,0502,1/1/2007,12/31/9999
502872,Eingliederungshilfe/HibL/Bestattungsk.,150000502,5000,0502,1/1/2007,12/31/9999
502873,Eingliederungshilfe,150000000,5000,0000,1/1/2007,12/31/9999
502874,Therapienebenkosten,150000502,5000,0502,1/1/2007,12/31/9999
502875,Haushaltshilfen/häusl. Überprüfungen,150000502,5000,0502,1/1/2007,12/31/9999
502876,Aufgabenerledigung für LV Rheinland,150000502,5000,0502,1/1/2007,12/31/9999
502877,Hilfe zur Pflege a.v. Einrichtungen,150000502,5000,0502,1/1/2007,12/31/9999
502880,Hilfe in Einrichtungen SG-Leitung,150000502,5000,0502,1/1/2007,12/31/9999
502881,Unterhaltsüberprüfung,150000000,5000,0000,1/1/2007,12/31/9999
502882,Hilfe in Einrichtungen Sachgruppe 241,150000000,5000,0000,1/1/2007,12/31/9999
502883,Unterhaltsprüfung Sachgruppenleitung,150000000,5000,0000,10/1/2012,12/31/9999
502890,Hilfe in Einrichtungen Sachgruppe 242,150000000,5000,0000,1/1/2007,12/31/9999
502891,Hilfe in Einrichtungen/ Hilfe z.Pflege,150000000,5000,0000,10/1/2012,12/31/9999
502892,Hilfe in Einrichtungen/ Pflegewohngeld,150000000,5000,0000,10/1/2012,12/31/9999
502895,Pflegewohngeld,150000502,5000,0502,1/1/2007,12/31/9999
503801,Abteilungsleiterin 50-3,150000000,5000,0000,1/1/2007,12/31/9999
503802,Projekt LOS,150000510,5000,0510,1/1/2007,12/31/9999
503810,Migrationsdienste/Altenhilfe SG-Leitung,150000000,5000,0000,1/1/2007,12/31/9999
503811,Rat- und Ausschussangelegenheiten,150000000,5000,0000,1/1/2007,12/31/9999
503812,Haus der Bonner Altenhilfe,150000504,5000,0504,1/1/2007,12/31/9999
503813,Altenbegegnungsstätte Mehlem,150000504,5000,0504,1/1/2007,12/31/9999
503814,Anlaufstelle für ältere Menschen,150000504,5000,0504,10/1/2013,12/31/9999
503815,Altenbegegnungsstätte Endenich,150000504,5000,0504,1/1/2007,12/31/9999
503817,Altenbegegnungsstätten allgemeine Mitar.,150000504,5000,0504,1/1/2007,12/31/9999
503818,AB Blumenhof/Haus BNer Altenhilfe Mitar.,150000504,5000,0504,1/1/2007,12/31/9999
503819,Altenbegegnungsstätte Blumenhof,150000504,5000,0504,1/1/2008,12/31/9999
503820,Internationale Begegnungsstätte,150000504,5000,0504,10/1/2008,12/31/9999
503827,Verwaltung der Begegnungsstätten,150000000,5000,0000,1/1/2007,12/31/9999
503828,Wohnberatung,150000504,5000,0504,1/1/2010,12/31/9999
503830,Heimaufsicht,150000510,5000,0510,1/1/2007,12/31/9999
503831,Behindertenpolitischer Teilhabeplan,150000510,5000,0510,4/1/2011,12/31/9999
503832,Aufgaben n.d. Wohn-u.Teilhabegesetz,150000000,5000,0000,3/1/2011,12/31/9999
503833,Behindertenpol. Teilhabepl./sonstiges,150000000,5000,0000,10/1/2012,12/31/9999
503834,Förderung d. Wohlf./behindertenpol. T.Pl,150000000,5000,0000,10/1/2012,12/31/9999
503840,Behindertenangelegenheiten SG-Leitung,150000000,5000,0000,1/1/2007,12/31/9999
503841,SG Behindertenangel. allg. Mitarbeit,150000000,5000,0000,1/1/2007,12/31/9999
503842,Behindertenplan/Betriebskosten,150000000,5000,0000,1/1/2007,12/31/9999
503843,Behindertenfahrdienst,150000502,5000,0502,1/1/2007,12/31/9999
503844,Einzelfallhilfen,150000000,5000,0000,1/1/2007,12/31/9999
503845,Einglieder.Spätaussiedl. Ausgleichsabgab,150000000,5000,0000,3/1/2011,12/31/9999
503846,Eingliederungshilfe/behindertenpol. T.Pl,150000000,5000,0000,10/1/2012,12/31/9999
503860,Suchthilfe SG-Leitung,150000000,5000,0000,1/1/2007,12/31/9999
503862,Frauenprojekte,150000000,5000,0000,1/1/2007,12/31/9999
503863,Zuschüsse und Einzelfallhilfen VfG,150000000,5000,0000,1/1/2007,12/31/9999
503864,Methadonsubstitution,150000000,5000,0000,1/1/2007,12/31/9999
503865,Suchtprävention/Streetwork,150000000,5000,0000,1/1/2007,12/31/9999
503866,Substitutionsambulanz,150000000,5000,0000,1/1/2007,12/31/9999
503867,AIDS/Abrechnung Einzelfallhilfen,150000000,5000,0000,1/1/2007,12/31/9999
503868,konzeptionelle Aufgaben Sucht,150000000,5000,0000,1/1/2007,12/31/9999
503870,Betreuungsstelle für Erwachsene,150000508,5000,0508,1/1/2007,12/31/9999
503880,Mitarbeiter Schwerbehindertenausweis,150000511,5000,0511,1/1/2008,12/31/9999
503881,Mitarbeiter Ausgleichsabgabe,150000511,5000,0511,1/1/2008,12/31/9999
504801,Abteilungsleiter 50-4,150001005,5000,1005,1/1/2007,12/31/9999
504810,Wohnungsaufsicht SG-leitung,150001005,5000,1005,1/1/2007,12/31/9999
504811,Bestands- und Besetzungskontrollen,150001005,5000,1005,1/1/2007,12/31/9999
504812,Modellprojekt SGB II,150001005,5000,1005,1/1/2007,12/31/9999
504813,Wohnungsvermittlung,150001005,5000,1005,1/1/2007,12/31/9999
504814,Besetzungskontrolle/Wohngeld,150001005,5000,1005,1/1/2007,12/31/9999
504815,Vermittlung/Modellprojekt,150001005,5000,1005,1/1/2007,12/31/9999
504816,Quartiersmanagement,150001005,5000,1005,10/1/2012,12/31/9999
504817,"Wohnr.sich.,-vers./Hilfe Wohn.losigkeit",150001005,5000,1005,11/1/2014,12/31/9999
504827,Übergangswohnheim Provinzialstraße 91,150001005,5000,1005,8/1/2015,12/31/9999
504828,Benutzung private Wohnung,150001005,5000,1005,1/1/2015,12/31/9999
504829,Benutzung städt. Wohnung,150001005,5000,1005,2/1/2015,12/31/9999
504830,Hilfen b. Wohnungslosigkeit SG-Leitung,150000000,5000,0000,1/1/2007,12/31/9999
504831,Übergangswohnheim Alter Heerweg,150001005,5000,1005,1/1/2007,12/31/9999
504832,Übergangswohnheim Hüttenweg,150001005,5000,1005,1/1/2007,12/31/9999
504833,Übergangswohnheim Paulusheim,150001005,5000,1005,1/1/2014,12/31/9999
504834,Übergangswohnheim Gerhart-Hauptmannstr12,150001005,5000,1005,7/1/2014,12/31/9999
504835,Obdachlosenunterk. Gerh.-Hauptm.-Str.,150001005,5000,1005,1/1/2007,12/31/9999
504836,Obdachlosenunterk. Siemensstr.,150001005,5000,1005,1/1/2007,12/31/9999
504837,ÜH/OU Verwaltung,150001005,5000,1005,1/1/2007,12/31/9999
504838,ÜH Budapester Str.23,150000000,5000,0000,10/1/2015,12/31/9999
504839,OU Allgemeine Mitarbeit,150001005,5000,1005,1/1/2007,12/31/9999
504840,ÜH Kaiser-Karl-Ring 20,150001005,5000,1005,10/1/2015,12/31/9999
504841,Betreuung ÜHW,150001005,5000,1005,11/1/2014,12/31/9999
504842,ÜH Friedrich-Wöhler-Str.2,150000000,5000,0000,10/1/2015,12/31/9999
504843,Bonn-Ausweis,150000510,5000,0510,1/1/2007,12/31/9999
504844,Wohnberechtigungsscheine,150001005,5000,1005,1/1/2007,12/31/9999
504845,ÜH Chlodwigplatz 1,150001005,5000,1005,10/1/2015,12/31/9999
504846,Mieterberatung,150001005,5000,1005,1/1/2007,12/31/9999
504847,ÜH Erzberger Ufer 15,150000000,5000,0000,10/1/2015,12/31/9999
504848,ÜH Kaiser-Karl-Ring 40-40b,150000000,5000,0000,10/1/2015,12/31/9999
504849,Übergangswohnheim Königswintererstr. 180,150001005,5000,1005,12/1/2011,12/31/9999
504850,Wohngeld,150001005,5000,1005,1/1/2007,12/31/9999
504851,ÜH Wilhelmstr. 31,150000000,5000,0000,10/1/2015,12/31/9999
504852,ÜH Aennchenstr.31,150000000,5000,0000,10/1/2015,12/31/9999
504853,Turnhallen,150001005,5000,1005,10/1/2015,12/31/9999
504854,Übergangswohnheim Maarstr. 96a,150001005,5000,1005,1/1/2016,12/31/9999
504855,Übergangswohnheim Gudenauer Weg 134,150001005,5000,1005,1/1/2016,12/31/9999
504856,Übergangswohnheim Kaiser-Karl-Ring 42-46,150001005,5000,1005,1/1/2016,12/31/9999
504857,Übergangswohnh. Karl-Finkelnburg-Str.50,150001005,5000,1005,1/1/2016,12/31/9999
504858,Zentrallager Flüchtlinge,150001005,5000,1005,1/1/2016,12/31/9999
504860,Wohnungsbauförderung,150001005,5000,1005,1/1/2011,12/31/9999
509810,Mitarbeiter ARGE,150000501,5000,0501,1/1/2007,12/31/9999
510800,Verwaltung 51-0,151000600,5100,0600,1/1/2005,12/31/9999
510801,Amtsleitung,151000600,5100,0600,1/1/2016,12/31/9999
510802,Zuschüsse Maßnahmen u. Einrichtungen,151000600,5100,0600,1/1/2005,12/31/9999
510803,Verwaltung 51-0 / Elterngeld,151000600,5100,0600,1/1/2008,12/31/9999
510804,Bundeselterngeld,151000608,5100,0608,1/1/2008,12/31/9999
510805,Betreuungsgeld,151000608,5100,0608,7/1/2013,12/31/9999
510888,Sammler Freistellungen,151000600,5100,0600,1/1/2006,12/31/9999
511066,SH Waldau,151000602,5100,0602,1/1/2005,12/31/9999
511067,Lagerraum Bachstraße,151000602,5100,0602,1/1/2005,12/31/9999
511800,Verwaltung 51-1,151000600,5100,0600,1/1/2005,12/31/9999
511801,"Elternbeiträge (nur § 27,2 SGB VIII)",151000601,5100,0601,1/1/2005,12/31/9999
511802,Tagespflege,151000601,5100,0601,1/1/2005,12/31/9999
511803,Städtische Kitas,151000602,5100,0602,1/1/2005,12/31/9999
511804,Einnahme Elternbeiträge,151000602,5100,0602,1/1/2005,12/31/9999
511805,Zuschüsse Kitas,151000602,5100,0602,1/1/2005,12/31/9999
511806,Städt.Kitas/SGL,151000602,5100,0602,1/1/2016,12/31/9999
511809,Einnahmen Elternbeiträge Tagespflegest.,151000601,5100,0601,1/1/2008,12/31/9999
511810,KG Gerhart-Hauptmann-Straße 11,151000602,5100,0602,1/1/2005,12/31/9999
511811,KG Siemensstraße 41,151000602,5100,0602,1/1/2005,12/31/9999
511813,KG An der Rheindorfer Burg 2,151000602,5100,0602,1/1/2005,12/31/9999
511814,KG Estermannstr. 204,151000602,5100,0602,1/1/2005,12/31/9999
511815,KG Berliner Platz 2,151000602,5100,0602,1/1/2005,12/31/9999
511816,KG Dorotheenstraße 68,151000602,5100,0602,1/1/2005,12/31/9999
511817,KG Auf dem Huckstein 8 a,151000602,5100,0602,1/1/2005,12/31/9999
511818,KG Kaiser-Karl-Ring 40a,151000602,5100,0602,1/1/2005,12/31/9999
511819,KG Chemnitzer Weg 11,151000602,5100,0602,1/1/2005,12/31/9999
511820,KG Schlesienstraße 21 - 23,151000602,5100,0602,1/1/2005,12/31/9999
511821,KG Waldenburger Ring 30,151000602,5100,0602,1/1/2005,12/31/9999
511822,KG Heinrich-Schneiders-Straße 11,151000602,5100,0602,1/1/2005,12/31/9999
511823,KG Schweidnitzer Weg 3 - 5,151000602,5100,0602,1/1/2005,12/31/9999
511824,KG Zoppoter Straße 2,151000602,5100,0602,1/1/2005,12/31/9999
511825,KG Eduard-Otto-Straße 9,151000602,5100,0602,1/1/2005,12/31/9999
511826,KG Von-den-Driesch-Straße 59,151000602,5100,0602,1/1/2005,12/31/9999
511827,KG Meßdorfer Straße 131,151000602,5100,0602,1/1/2005,12/31/9999
511828,KG Helsinki Straße 2/Pariser Str.,151000602,5100,0602,1/1/2005,12/31/9999
511829,KG Reichsstraße 23,151000602,5100,0602,1/1/2005,12/31/9999
511831,KG Graurheindorfer Straße 147,151000602,5100,0602,1/1/2005,12/31/9999
511832,KG Markusplatz 1,151000602,5100,0602,1/1/2005,12/31/9999
511833,KG Schulstraße 26a,151000602,5100,0602,1/1/2005,12/31/9999
511834,KG Hainstraße 69,151000602,5100,0602,1/1/2005,12/31/9999
511835,KG Annaberger Str. 186,151000602,5100,0602,8/1/2014,12/31/9999
511836,KG Friedrich-Bleek-Straße 1,151000602,5100,0602,12/1/2008,12/31/9999
511837,KG Talstraße 7/Hopmannstraße,151000602,5100,0602,1/1/2005,12/31/9999
511838,KG Lindstraße 14,151000602,5100,0602,1/1/2005,12/31/9999
511839,KG Ellesdorfer Straße 43,151000602,5100,0602,1/1/2005,12/31/9999
511840,KG Neuer Weg 16,151000602,5100,0602,1/1/2005,12/31/9999
511842,KG Kurfürstenallee 15/Rigal´sch.W.,151000602,5100,0602,1/1/2005,12/31/9999
511844,KG Winkelsweg 19,151000602,5100,0602,1/1/2005,12/31/9999
511845,KG Ringstraße 52,151000602,5100,0602,1/1/2005,12/31/9999
511846,KG Agnesstraße 1,151000602,5100,0602,1/1/2013,12/31/9999
511847,KG Pützchensweg 15,151000602,5100,0602,1/1/2005,12/31/9999
511848,KG Büchelgarten 84,151000602,5100,0602,1/1/2005,12/31/9999
